athlete_id,edition_year,total_medals,participation_number
116983,2012,1,2
116984,2008,1,1
116984,2012,1,2
116984,2016,1,3
116984,2020,1,4
116985,2008,1,1
116985,2020,1,2
116986,2008,1,1
116986,2012,1,2
116987,2008,1,1
116988,2008,1,1
116988,2012,1,2
116989,2008,1,1
116990,2008,1,1
116991,2008,1,1
116992,2008,1,1
116992,2012,1,2
116992,2016,1,3
116992,2020,1,4
116993,2008,1,1
116994,2008,1,1
116994,2012,1,2
116995,2008,1,1
116996,2008,1,1
116996,2012,1,2
116996,2016,1,3
116997,2008,1,1
116998,2008,1,1
117000,2008,1,1
117001,2008,1,1
117003,2008,1,1
117003,2012,1,2
117004,2008,1,1
117004,2016,1,2
117005,2008,1,1
117006,2008,1,1
117006,2012,1,2
117006,2016,1,3
117006,2020,1,4
117007,2008,1,1
117008,2008,1,1
117009,2008,1,1
117010,2008,1,1
117010,2012,1,2
117011,2008,1,1
117011,2012,1,2
117012,2008,1,1
117013,2008,1,1
117013,2012,1,2
117013,2016,1,3
117014,2008,1,1
117015,2008,1,1
117016,2008,1,1
117016,2012,1,2
117016,2016,1,3
117018,2008,1,1
117019,2008,1,1
117020,2008,1,1
117020,2012,1,2
117020,2016,1,3
117020,2020,1,4
117021,2008,1,1
117022,2008,1,1
117022,2012,1,2
117023,2008,1,1
117023,2012,1,2
117024,2008,1,1
117024,2016,1,2
117024,2020,1,3
117025,2008,1,1
117025,2012,1,2
117026,2008,1,1
117026,2012,1,2
117027,2008,1,1
117028,2008,1,1
117028,2012,1,2
117028,2016,1,3
117029,2008,1,1
117030,2008,1,1
117031,2008,1,1
117032,2008,1,1
117033,2008,1,1
117034,2008,1,1
117034,2012,1,2
117035,2008,1,1
117035,2012,1,2
117035,2016,1,3
117036,2008,1,1
117036,2012,1,2
117037,2008,1,1
117038,2008,1,1
117039,2008,1,1
117039,2012,1,2
117040,2008,1,1
117041,2008,1,1
117042,2008,1,1
117043,2008,1,1
117044,2008,1,1
117045,2008,1,1
117045,2012,1,2
117045,2016,1,3
117046,2008,1,1
117047,2008,1,1
117048,2008,1,1
117048,2016,1,2
117048,2020,1,3
117049,2008,1,1
117050,2008,1,1
117051,2008,1,1
117052,2008,1,1
117053,2008,1,1
117053,2012,1,2
117054,2008,1,1
117055,2008,1,1
117057,2008,1,1
117058,2008,1,1
117059,2008,1,1
117060,2008,1,1
117061,2008,1,1
117061,2012,1,2
117062,2008,1,1
117063,2008,1,1
117063,2012,1,2
117064,2008,1,1
117065,2008,1,1
117065,2020,1,2
117066,2008,1,1
117067,2008,1,1
117068,2008,1,1
117069,2008,1,1
117069,2012,1,2
117070,2008,1,1
117071,2008,1,1
117072,2008,1,1
117073,2008,1,1
117073,2012,1,2
117073,2016,1,3
117074,2008,1,1
117075,2008,1,1
117076,2008,1,1
117077,2008,1,1
117078,2008,1,1
117078,2012,1,2
117079,2008,1,1
117079,2012,1,2
117080,2008,1,1
117081,2008,1,1
117083,2008,1,1
117084,2008,1,1
117085,2008,1,1
117086,2008,1,1
117086,2012,1,2
117087,2008,1,1
117088,2008,1,1
117088,2012,1,2
117088,2016,1,3
117088,2020,1,4
117089,2008,1,1
117089,2012,1,2
117090,2008,1,1
117091,2008,1,1
117091,2016,1,2
117092,2008,1,1
117092,2016,1,2
117093,2008,1,1
117093,2012,1,2
117094,2008,1,1
117095,2008,1,1
117096,2008,1,1
117096,2012,1,2
117097,2008,1,1
117097,2016,1,2
117097,2020,1,3
117098,2008,1,1
117098,2012,1,2
117098,2016,1,3
117099,2008,1,1
117100,2008,1,1
117101,2008,1,1
117102,2008,1,1
117103,2008,1,1
117104,2008,1,1
117105,2008,1,1
117106,2008,1,1
117107,2008,1,1
117108,2008,1,1
117108,2012,1,2
117109,2008,1,1
117109,2012,1,2
117109,2016,1,3
117110,2008,1,1
117110,2012,1,2
117111,2008,1,1
117112,2008,1,1
117113,2008,1,1
117113,2012,1,2
117114,2008,1,1
117115,2008,1,1
117116,2008,1,1
117117,2008,1,1
117117,2012,1,2
117118,2008,1,1
117118,2012,1,2
117118,2016,1,3
117119,2008,1,1
117120,2008,1,1
117121,2008,1,1
117122,2008,1,1
117123,2008,1,1
117124,2008,1,1
117125,2008,1,1
117126,2008,1,1
117127,2008,1,1
117128,2008,1,1
117129,2008,1,1
117130,2008,1,1
117130,2016,1,2
117131,2008,1,1
117132,2008,1,1
117133,2008,1,1
117134,2008,1,1
117135,2008,1,1
117135,2012,1,2
117135,2016,1,3
117136,2008,1,1
117137,2008,1,1
117138,2008,1,1
117139,2008,1,1
117139,2012,1,2
117139,2016,1,3
117140,2008,1,1
117140,2016,1,2
117141,2008,1,1
117141,2012,1,2
117142,2008,1,1
117143,2008,1,1
117143,2020,1,2
117144,2008,1,1
117145,2008,1,1
117146,2008,1,1
117147,2008,1,1
117148,2008,1,1
117149,2008,1,1
117150,2008,1,1
117151,2008,1,1
117152,2008,1,1
117153,2008,1,1
117153,2016,1,2
117154,2008,1,1
117155,2008,1,1
117156,2008,1,1
117157,2008,1,1
117158,2008,1,1
117158,2012,1,2
117159,2008,1,1
117159,2012,1,2
117159,2016,1,3
117160,2008,1,1
117161,2008,1,1
117161,2012,1,2
117162,2008,1,1
117163,2008,1,1
117163,2012,1,2
117164,2008,1,1
117165,2008,1,1
117165,2012,1,2
117165,2016,1,3
117165,2020,1,4
117166,2008,1,1
117167,2008,1,1
117168,2008,1,1
117169,2008,1,1
117170,2008,1,1
117170,2016,1,2
117171,2008,1,1
117172,2008,1,1
117172,2012,1,2
117173,2008,1,1
117174,2008,1,1
117175,2008,1,1
117175,2012,1,2
117176,2008,1,1
117177,2008,1,1
117177,2012,1,2
117178,2008,1,1
117179,2008,1,1
117179,2012,1,2
117179,2016,1,3
117180,2008,1,1
117181,2008,1,1
117182,2008,1,1
117182,2012,1,2
117182,2016,1,3
117183,2008,1,1
117184,2008,1,1
117185,2008,1,1
117186,2008,1,1
117187,2008,1,1
117188,2008,1,1
117189,2008,1,1
117189,2012,1,2
117189,2016,1,3
117190,2008,1,1
117191,2008,1,1
117193,2008,1,1
117194,2008,1,1
117195,2008,1,1
117195,2012,1,2
117196,2008,1,1
117196,2012,1,2
117196,2016,1,3
117197,2008,1,1
117198,2008,1,1
117199,2008,1,1
117200,2008,1,1
117200,2012,1,2
117200,2020,1,3
117201,2008,1,1
117202,2008,1,1
117203,2008,1,1
117204,2008,1,1
117204,2012,1,2
117204,2016,1,3
117205,2008,1,1
117206,2008,1,1
117206,2012,1,2
117206,2016,1,3
117208,2008,1,1
117209,2008,1,1
117209,2012,1,2
117209,2016,1,3
117210,2008,1,1
117211,2008,1,1
117212,2008,1,1
117213,2008,1,1
117213,2012,1,2
117214,2008,1,1
117215,2008,1,1
117215,2012,1,2
117216,2008,1,1
117216,2012,1,2
117217,2008,1,1
117218,2008,1,1
117219,2008,1,1
117221,2008,1,1
117222,2008,1,1
117222,2016,1,2
117223,2008,1,1
117224,2008,1,1
117225,2008,1,1
117225,2012,1,2
117225,2016,1,3
117225,2020,1,4
117226,2008,1,1
117226,2012,1,2
117226,2016,1,3
117227,2008,2,1
117227,2016,2,2
117228,2008,1,1
117228,2012,1,2
117229,2008,2,1
117230,2008,2,1
117230,2012,2,2
117230,2016,2,3
117231,2008,2,1
117231,2012,2,2
117231,2016,2,3
117232,2008,1,1
117233,2008,2,1
117233,2012,2,2
117233,2016,2,3
117233,2020,2,4
117234,2008,2,1
117235,2008,2,1
117236,2008,2,1
117237,2008,2,1
117238,2008,2,1
117239,2008,2,1
117240,2008,2,1
117240,2012,2,2
117240,2016,2,3
117241,2008,2,1
117243,2008,1,1
117244,2008,2,1
117245,2008,2,1
117247,2008,1,1
117248,2008,1,1
117249,2008,1,1
117250,2008,1,1
117251,2008,1,1
117251,2012,1,2
117251,2020,2,3
117253,2008,1,1
117253,2012,1,2
117253,2016,1,3
117253,2020,1,4
117254,2008,1,1
117255,2008,1,1
117255,2012,1,2
117255,2016,1,3
117256,2008,1,1
117256,2012,1,2
117257,2008,1,1
117258,2008,1,1
117259,2008,1,1
117259,2012,1,2
117260,2008,1,1
117261,2008,1,1
117261,2016,1,2
117262,2008,1,1
117262,2012,1,2
117262,2016,1,3
117263,2008,1,1
117264,2008,1,1
117264,2012,2,2
117264,2016,2,3
117265,2008,1,1
117265,2012,2,2
117266,2008,1,1
117267,2008,1,1
117268,2008,1,1
117269,2008,1,1
117269,2012,1,2
117269,2016,1,3
117269,2020,1,4
117270,2008,1,1
117270,2012,1,2
117270,2016,1,3
117271,2008,1,1
117272,2008,1,1
117272,2016,1,2
117272,2020,1,3
117273,2008,1,1
117273,2012,1,2
117273,2016,1,3
117273,2020,1,4
117274,2008,1,1
117274,2012,1,2
117275,2008,1,1
117276,2008,1,1
117276,2012,1,2
117276,2016,1,3
117277,2008,1,1
117277,2012,1,2
117278,2008,1,1
117279,2008,1,1
117280,2008,1,1
117280,2012,1,2
117281,2008,3,1
117282,2008,1,1
117282,2012,1,2
117282,2016,1,3
117283,2008,1,1
117284,2008,1,1
117285,2008,3,1
117285,2012,3,2
117285,2016,3,3
117286,2008,2,1
117286,2012,3,2
117287,2008,1,1
117287,2016,2,2
117288,2008,1,1
117288,2012,1,2
117289,2008,1,1
117289,2012,2,2
117289,2016,1,3
117290,2008,3,1
117291,2008,1,1
117291,2020,1,2
117292,2008,2,1
117292,2012,3,2
117293,2008,1,1
117294,2008,3,1
117294,2016,3,2
117295,2008,3,1
117295,2012,2,2
117296,2008,2,1
117297,2008,3,1
117298,2008,3,1
117298,2012,1,2
117298,2016,3,3
117298,2020,3,4
117299,2008,3,1
117300,2008,3,1
117300,2012,2,2
117301,2008,3,1
117302,2008,2,1
117303,2008,3,1
117303,2016,3,2
117303,2020,2,3
117304,2008,3,1
117305,2008,2,1
117305,2012,2,2
117306,2008,1,1
117308,2008,2,1
117309,2008,3,1
117310,2008,1,1
117311,2008,1,1
117312,2008,1,1
117312,2016,2,2
117312,2020,2,3
117313,2008,1,1
117313,2012,1,2
117314,2008,1,1
117315,2008,1,1
117316,2008,1,1
117316,2016,1,2
117317,2008,2,1
117317,2012,2,2
117317,2016,2,3
117318,2008,1,1
117319,2008,1,1
117320,2008,2,1
117321,2008,2,1
117322,2008,2,1
117322,2012,1,2
117322,2020,1,3
117323,2008,1,1
117323,2012,1,2
117324,2008,1,1
117325,2008,1,1
117326,2008,1,1
117326,2012,1,2
117326,2016,1,3
117326,2020,1,4
117327,2008,1,1
117328,2008,1,1
117329,2008,1,1
117330,2008,1,1
117330,2012,1,2
117331,2008,1,1
117331,2012,1,2
117332,2008,1,1
117333,2008,1,1
117334,2008,1,1
117335,2008,1,1
117336,2008,1,1
117337,2008,1,1
117337,2012,1,2
117338,2008,1,1
117339,2008,1,1
117340,2008,1,1
117341,2008,1,1
117341,2016,1,2
117342,2008,1,1
117342,2016,1,2
117343,2008,1,1
117345,2008,1,1
117346,2008,1,1
117347,2008,1,1
117348,2008,1,1
117348,2012,1,2
117348,2016,1,3
117349,2008,1,1
117349,2012,2,2
117349,2016,1,3
117349,2020,3,4
117350,2008,1,1
117350,2012,1,2
117350,2016,1,3
117351,2008,1,1
117351,2012,1,2
117351,2016,1,3
117352,2008,1,1
117353,2008,1,1
117354,2008,1,1
117356,2008,1,1
117356,2012,1,2
117358,2008,1,1
117358,2012,1,2
117359,2008,1,1
117359,2012,1,2
117360,2008,1,1
117361,2008,1,1
117362,2008,1,1
117362,2012,1,2
117363,2008,1,1
117364,2008,1,1
117365,2008,1,1
117366,2008,1,1
117366,2012,1,2
117366,2016,1,3
117366,2020,1,4
117367,2008,1,1
117368,2008,1,1
117368,2012,1,2
117369,2008,1,1
117370,2008,1,1
117371,2008,1,1
117371,2012,1,2
117372,2008,1,1
117373,2008,1,1
117374,2008,1,1
117375,2008,1,1
117375,2012,1,2
117376,2008,1,1
117377,2008,1,1
117378,2008,1,1
117378,2016,1,2
117379,2008,1,1
117380,2008,1,1
117381,2008,1,1
117381,2012,1,2
117382,2008,1,1
117382,2012,1,2
117383,2008,1,1
117384,2008,1,1
117385,2008,1,1
117386,2008,1,1
117387,2008,1,1
117389,2008,1,1
117390,2008,1,1
117391,2008,1,1
117391,2012,1,2
117392,2008,1,1
117392,2012,1,2
117393,2008,1,1
117394,2008,1,1
117395,2008,1,1
117396,2008,1,1
117397,2008,1,1
117398,2008,1,1
117399,2008,1,1
117400,2008,1,1
117400,2012,1,2
117400,2016,1,3
117402,2008,1,1
117403,2008,1,1
117403,2012,1,2
117404,2008,1,1
117404,2012,1,2
117404,2016,1,3
117405,2008,1,1
117406,2008,1,1
117407,2008,1,1
117408,2008,1,1
117409,2008,1,1
117410,2008,1,1
117410,2012,1,2
117411,2008,1,1
117411,2016,1,2
117412,2008,1,1
117413,2008,1,1
117414,2008,1,1
117415,2008,1,1
117416,2008,1,1
117417,2008,1,1
117418,2008,1,1
117419,2008,1,1
117420,2008,1,1
117420,2012,1,2
117421,2008,1,1
117421,2012,1,2
117422,2008,1,1
117423,2008,1,1
117423,2012,1,2
117424,2008,1,1
117425,2008,1,1
117425,2012,1,2
117426,2008,1,1
117427,2008,1,1
117427,2012,1,2
117427,2016,1,3
117428,2008,1,1
117429,2008,1,1
117430,2008,1,1
117431,2008,1,1
117431,2012,1,2
117433,2008,1,1
117434,2008,1,1
117434,2012,1,2
117435,2008,1,1
117436,2008,1,1
117437,2008,1,1
117437,2016,1,2
117438,2008,1,1
117439,2008,1,1
117439,2012,1,2
117440,2008,1,1
117441,2008,1,1
117441,2012,1,2
117442,2008,1,1
117443,2008,1,1
117443,2016,1,2
117444,2008,1,1
117445,2008,1,1
117447,2008,1,1
117448,2008,1,1
117448,2012,1,2
117449,2008,1,1
117450,2008,1,1
117451,2008,1,1
117452,2008,1,1
117452,2012,1,2
117453,2008,1,1
117454,2008,1,1
117454,2012,1,2
117455,2008,1,1
117455,2012,1,2
117455,2016,1,3
117456,2008,2,1
117457,2008,2,1
117457,2012,1,2
117458,2008,2,1
117458,2012,2,2
117458,2016,2,3
117458,2020,2,4
117459,2008,2,1
117459,2012,1,2
117460,2008,2,1
117461,2008,2,1
117461,2012,1,2
117461,2016,2,3
117461,2020,1,4
117462,2008,2,1
117462,2012,2,2
117462,2016,1,3
117463,2008,2,1
117463,2012,1,2
117463,2016,2,3
117463,2020,2,4
117464,2008,2,1
117464,2012,2,2
117464,2016,1,3
117465,2008,2,1
117465,2012,2,2
117465,2016,2,3
117465,2020,2,4
117466,2008,2,1
117467,2008,2,1
117467,2012,2,2
117467,2016,2,3
117468,2008,1,1
117468,2012,1,2
117468,2016,1,3
117468,2020,1,4
117469,2008,2,1
117470,2008,2,1
117470,2012,2,2
117471,2008,2,1
117471,2012,2,2
117472,2008,2,1
117472,2012,2,2
117473,2008,2,1
117473,2012,2,2
117473,2016,2,3
117474,2008,1,1
117474,2012,2,2
117474,2016,1,3
117474,2020,2,4
117475,2008,2,1
117476,2008,2,1
117477,2008,1,1
117478,2008,2,1
117479,2008,1,1
117481,2008,2,1
117482,2008,1,1
117483,2008,1,1
117484,2008,1,1
117484,2012,1,2
117486,2008,1,1
117486,2016,1,2
117487,2008,1,1
117487,2012,1,2
117487,2016,1,3
117488,2008,1,1
117488,2012,2,2
117489,2008,1,1
117489,2012,1,2
117489,2016,1,3
117490,2008,1,1
117490,2012,1,2
117491,2008,1,1
117492,2008,1,1
117492,2012,1,2
117492,2020,1,3
117493,2008,1,1
117494,2008,1,1
117494,2012,1,2
117494,2016,1,3
117494,2020,1,4
117495,2008,1,1
117495,2012,1,2
117495,2016,1,3
117495,2020,2,4
117496,2008,1,1
117497,2008,1,1
117498,2008,1,1
117498,2016,1,2
117499,2008,1,1
117500,2008,1,1
117501,2008,1,1
117501,2012,1,2
117501,2016,1,3
117502,2008,1,1
117502,2012,1,2
117503,2008,1,1
117504,2008,1,1
117505,2008,1,1
117506,2008,1,1
117508,2008,2,1
117509,2008,2,1
117509,2012,2,2
117509,2016,2,3
117509,2020,2,4
117511,2008,2,1
117511,2012,2,2
117511,2016,2,3
117511,2020,2,4
117512,2008,2,1
117512,2012,1,2
117512,2016,2,3
117512,2020,1,4
117513,2008,2,1
117513,2012,2,2
117513,2016,1,3
117514,2008,2,1
117515,2008,2,1
117516,2008,2,1
117516,2012,2,2
117517,2008,1,1
117517,2012,2,2
117517,2016,2,3
117518,2008,2,1
117518,2012,1,2
117519,2008,2,1
117520,2008,2,1
117521,2008,2,1
117522,2008,2,1
117523,2008,2,1
117523,2012,2,2
117524,2008,1,1
117525,2008,1,1
117525,2012,1,2
117525,2016,1,3
117525,2020,2,4
117526,2008,2,1
117527,2008,2,1
117527,2012,2,2
117527,2016,2,3
117527,2020,2,4
117528,2008,1,1
117529,2008,1,1
117529,2012,2,2
117530,2008,1,1
117530,2012,1,2
117531,2008,1,1
117531,2012,1,2
117532,2008,1,1
117532,2012,1,2
117532,2020,2,3
117533,2008,1,1
117534,2008,1,1
117534,2012,2,2
117534,2016,2,3
117534,2020,2,4
117535,2008,1,1
117536,2008,1,1
117536,2012,1,2
117536,2016,1,3
117536,2020,2,4
117537,2008,1,1
117538,2008,1,1
117538,2012,1,2
117538,2016,1,3
117539,2008,1,1
117539,2012,2,2
117539,2016,1,3
117539,2020,1,4
117540,2008,1,1
117541,2008,1,1
117542,2008,1,1
117542,2012,1,2
117543,2008,1,1
117544,2008,1,1
117544,2016,1,2
117544,2020,1,3
117545,2008,1,1
117545,2012,1,2
117545,2016,2,3
117545,2020,2,4
117546,2008,1,1
117547,2008,1,1
117547,2012,1,2
117547,2016,1,3
117548,2008,2,1
117548,2012,1,2
117549,2008,1,1
117550,2008,2,1
117550,2012,3,2
117550,2016,2,3
117551,2008,2,1
117552,2008,2,1
117552,2012,1,2
117552,2016,1,3
117552,2020,1,4
117553,2008,2,1
117554,2008,1,1
117554,2012,2,2
117554,2016,2,3
117555,2008,2,1
117555,2016,1,2
117556,2008,2,1
117557,2008,1,1
117558,2008,1,1
117559,2008,1,1
117560,2008,2,1
117561,2008,1,1
117562,2008,2,1
117562,2012,2,2
117562,2016,2,3
117562,2020,2,4
117563,2008,2,1
117563,2012,1,2
117563,2016,1,3
117564,2008,1,1
117565,2008,1,1
117565,2012,2,2
117566,2008,2,1
117566,2012,2,2
117566,2016,3,3
117567,2004,1,1
117567,2008,2,2
117567,2012,2,3
117568,2008,2,1
117569,2008,2,1
117569,2012,1,2
117570,2008,2,1
117571,2008,2,1
117571,2016,2,2
117571,2020,2,3
117572,2008,2,1
117572,2012,1,2
117573,2008,1,1
117573,2012,2,2
117573,2016,1,3
117573,2020,2,4
117574,2008,1,1
117575,2008,2,1
117575,2012,2,2
117575,2016,2,3
117575,2020,2,4
117576,2008,2,1
117576,2012,3,2
117576,2016,3,3
117576,2020,1,4
117577,2008,2,1
117578,2008,1,1
117579,2008,1,1
117580,2008,2,1
117580,2012,2,2
117581,2008,2,1
117581,2012,3,2
117581,2016,2,3
117582,2008,2,1
117583,2008,1,1
117584,2008,1,1
117585,2008,1,1
117585,2012,1,2
117585,2016,2,3
117585,2020,2,4
117586,2008,1,1
117586,2012,1,2
117586,2016,2,3
117586,2020,1,4
117587,2008,1,1
117588,2008,1,1
117589,2008,1,1
117590,2008,1,1
117591,2008,1,1
117592,2008,2,1
117593,2008,2,1
117594,2008,2,1
117594,2012,2,2
117594,2016,2,3
117595,2008,1,1
117596,2008,1,1
117597,2008,2,1
117597,2012,1,2
117598,2008,2,1
117598,2012,1,2
117599,2008,1,1
117599,2012,2,2
117600,2008,1,1
117601,2008,2,1
117601,2016,1,2
117601,2020,1,3
117602,2008,2,1
117602,2012,3,2
117602,2016,2,3
117603,2008,2,1
117604,2008,1,1
117604,2012,3,2
117604,2016,2,3
117604,2020,2,4
117605,2008,2,1
117605,2012,2,2
117605,2016,2,3
117606,2008,1,1
117606,2012,1,2
117606,2016,3,3
117606,2020,2,4
117607,2008,2,1
117608,2008,2,1
117608,2012,2,2
117608,2016,1,3
117608,2020,2,4
117609,2008,1,1
117609,2012,1,2
117609,2016,1,3
117610,2008,1,1
117610,2012,2,2
117611,2008,2,1
117611,2012,1,2
117612,2008,1,1
117612,2016,2,2
117613,2008,2,1
117613,2012,2,2
117613,2016,2,3
117613,2020,1,4
117614,2008,2,1
117614,2012,1,2
117615,2008,2,1
117615,2012,2,2
117616,2008,2,1
117616,2012,2,2
117617,2008,2,1
117618,2008,2,1
117619,2008,1,1
117619,2012,1,2
117620,2008,2,1
117621,2008,2,1
117622,2008,2,1
117622,2012,2,2
117623,2008,2,1
117623,2012,1,2
117624,2008,2,1
117624,2012,2,2
117625,2008,1,1
117625,2012,2,2
117626,2008,2,1
117627,2008,2,1
117628,2008,1,1
117628,2012,1,2
117628,2016,1,3
117629,2008,2,1
117631,2008,1,1
117632,2008,1,1
117633,2008,1,1
117633,2012,1,2
117633,2016,1,3
117633,2020,1,4
117634,2008,1,1
117635,2008,1,1
117635,2012,1,2
117635,2016,1,3
117636,2008,1,1
117636,2012,1,2
117636,2020,1,3
117638,2008,1,1
117639,2008,1,1
117639,2012,1,2
117640,2008,1,1
117640,2012,2,2
117640,2016,1,3
117640,2020,3,4
117641,2008,1,1
117642,2008,1,1
117643,2008,3,1
117643,2012,2,2
117644,2008,5,1
117645,2008,4,1
117646,2008,5,1
117647,2008,5,1
117647,2012,5,2
117648,2008,5,1
117649,2008,5,1
117650,2008,3,1
117651,2008,3,1
117652,2008,5,1
117654,2008,5,1
117655,2008,5,1
117655,2012,3,2
117656,2008,4,1
117657,2008,5,1
117659,2008,5,1
117660,2008,5,1
117661,2008,5,1
117661,2012,6,2
117662,2008,4,1
117663,2008,3,1
117664,2008,5,1
117665,2008,5,1
117666,2008,5,1
117666,2012,3,2
117667,2008,5,1
117667,2012,5,2
117668,2008,4,1
117668,2012,3,2
117669,2008,3,1
117670,2008,5,1
117671,2008,5,1
117672,2008,5,1
117673,2008,4,1
117674,2008,5,1
117675,2008,5,1
117676,2008,4,1
117677,2008,5,1
117678,2008,5,1
117678,2012,5,2
117679,2008,6,1
117679,2016,5,2
117680,2008,5,1
117680,2012,2,2
117681,2008,4,1
117681,2012,4,2
117682,2008,5,1
117683,2008,4,1
117684,2008,4,1
117684,2012,3,2
117685,2008,5,1
117685,2016,3,2
117686,2008,5,1
117687,2008,4,1
117687,2012,5,2
117688,2008,4,1
117689,2008,5,1
117689,2012,2,2
117690,2008,5,1
117690,2012,5,2
117690,2016,5,3
117690,2020,5,4
117691,2008,6,1
117692,2008,5,1
117693,2008,4,1
117694,2008,5,1
117695,2008,4,1
117696,2008,5,1
117697,2008,4,1
117698,2008,4,1
117699,2008,3,1
117700,2008,5,1
117701,2008,5,1
117702,2008,4,1
117703,2008,5,1
117704,2008,4,1
117704,2012,4,2
117704,2016,3,3
117705,2008,5,1
117705,2012,2,2
117706,2008,4,1
117707,2008,5,1
117708,2008,4,1
117709,2008,4,1
117710,2008,5,1
117710,2012,5,2
117711,2008,4,1
117711,2012,4,2
117712,2008,4,1
117712,2012,2,2
117712,2016,4,3
117713,2008,4,1
117714,2008,5,1
117714,2012,5,2
117715,2008,4,1
117716,2008,5,1
117717,2008,5,1
117718,2008,4,1
117718,2012,4,2
117719,2008,2,1
117720,2008,5,1
117720,2016,2,2
117721,2008,3,1
117722,2008,5,1
117723,2008,3,1
117724,2008,4,1
117725,2008,4,1
117725,2012,4,2
117725,2016,4,3
117726,2008,1,1
117727,2008,1,1
117727,2012,1,2
117728,2008,1,1
117729,2008,1,1
117729,2012,1,2
117730,2008,1,1
117730,2012,1,2
117730,2020,1,3
117731,2008,1,1
117732,2008,1,1
117733,2008,1,1
117734,2008,1,1
117735,2008,1,1
117736,2008,1,1
117737,2008,1,1
117738,2008,1,1
117738,2016,1,2
117739,2008,1,1
117739,2012,1,2
117740,2008,1,1
117741,2008,1,1
117741,2012,1,2
117741,2016,1,3
117741,2020,1,4
117742,2008,1,1
117743,2008,1,1
117743,2012,1,2
117744,2008,1,1
117745,2008,1,1
117746,2008,1,1
117746,2012,1,2
117747,2008,1,1
117748,2008,1,1
117749,2008,1,1
117749,2012,1,2
117749,2016,1,3
117750,2008,1,1
117750,2012,1,2
117750,2016,1,3
117751,2008,1,1
117751,2012,1,2
117751,2016,1,3
117752,2008,1,1
117753,2008,1,1
117754,2008,1,1
117754,2016,1,2
117755,2008,1,1
117755,2012,1,2
117755,2016,1,3
117755,2020,1,4
117756,2008,1,1
117756,2012,1,2
117756,2016,1,3
117756,2020,1,4
117757,2008,1,1
117758,2008,1,1
117758,2012,1,2
117759,2008,1,1
117759,2016,1,2
117759,2020,1,3
117760,2008,1,1
117760,2012,1,2
117761,2008,1,1
117762,2008,1,1
117763,2008,1,1
117764,2008,1,1
117764,2012,1,2
117764,2016,1,3
117765,2008,1,1
117766,2008,1,1
117766,2012,1,2
117766,2016,1,3
117767,2008,1,1
117767,2012,1,2
117768,2008,1,1
117769,2008,1,1
117770,2008,1,1
117771,2008,1,1
117771,2012,1,2
117771,2016,1,3
117771,2020,1,4
117772,2008,1,1
117772,2016,1,2
117772,2020,1,3
117773,2008,1,1
117773,2012,1,2
117773,2016,1,3
117774,2008,1,1
117774,2012,1,2
117774,2016,1,3
117775,2008,1,1
117775,2012,1,2
117775,2016,1,3
117775,2020,1,4
117776,2008,1,1
117777,2008,1,1
117778,2008,1,1
117779,2008,1,1
117779,2012,1,2
117779,2016,1,3
117780,2008,1,1
117781,2008,1,1
117781,2012,1,2
117781,2016,1,3
117782,2008,1,1
117782,2012,1,2
117783,2008,1,1
117784,2008,1,1
117785,2008,5,1
117785,2012,2,2
117786,2008,1,1
117786,2016,1,2
117786,2020,1,3
117787,2008,1,1
117788,2008,1,1
117788,2012,1,2
117789,2008,1,1
117789,2012,1,2
117791,2008,1,1
117791,2012,1,2
117792,2008,1,1
117793,2008,1,1
117794,2008,1,1
117794,2012,1,2
117794,2016,1,3
117795,2008,1,1
117796,2008,1,1
117796,2016,1,2
117796,2020,1,3
117797,2008,1,1
117797,2012,1,2
117798,2008,1,1
117798,2012,1,2
117799,2008,1,1
117800,2008,1,1
117800,2012,1,2
117800,2016,1,3
117801,2008,1,1
117802,2008,1,1
117803,2008,1,1
117803,2012,1,2
117804,2008,1,1
117805,2008,1,1
117806,2008,1,1
117807,2008,1,1
117807,2012,1,2
117807,2016,1,3
117808,2008,1,1
117809,2008,1,1
117809,2012,1,2
117809,2016,1,3
117810,2008,1,1
117810,2012,1,2
117810,2016,1,3
117811,2008,1,1
117812,2008,1,1
117812,2012,1,2
117812,2016,1,3
117812,2020,1,4
117813,2008,1,1
117814,2008,1,1
117814,2012,1,2
117815,2008,1,1
117816,2008,1,1
117817,2008,1,1
117817,2012,1,2
117817,2016,1,3
117818,2008,1,1
117818,2012,1,2
117819,2008,1,1
117819,2012,1,2
117820,2008,1,1
117821,2008,1,1
117821,2012,1,2
117821,2016,1,3
117822,2008,1,1
117822,2012,1,2
117822,2016,1,3
117823,2008,1,1
117823,2012,1,2
117823,2016,1,3
117824,2008,1,1
117825,2008,1,1
117825,2012,1,2
117826,2008,1,1
117827,2008,1,1
117828,2008,1,1
117828,2012,1,2
117829,2008,1,1
117831,2008,1,1
117832,2008,1,1
117833,2008,1,1
117834,2008,1,1
117835,2008,1,1
117835,2012,1,2
117835,2016,1,3
117835,2020,1,4
117836,2008,1,1
117836,2012,1,2
117837,2008,1,1
117837,2012,1,2
117838,2008,1,1
117839,2008,1,1
117839,2016,1,2
117839,2020,1,3
117840,2008,1,1
117840,2012,1,2
117841,2008,1,1
117841,2012,1,2
117842,2008,1,1
117843,2008,1,1
117844,2008,1,1
117844,2012,1,2
117844,2016,1,3
117844,2020,1,4
117845,2008,1,1
117845,2012,1,2
